Time Stamp,Time Stamp Unix,Low Noise Accelerometer X,Low Noise Accelerometer Y,Low Noise Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z
176988.9221191406,1501243245979.996,0.1196976676732395,9.575919299658585,0.02258846128926878,-0.9146341463414635,0.3048780487804879,-1.463414634146342
176998.6877441406,1501243245981.002,0.1196899113327711,9.600015840327563,0.03502454864717807,-1.097560975609756,0.4878048780487805,-1.463414634146342
177008.4533691406,1501243245981.002,0.119807960484294,9.612061672115615,0.03514500696505862,-0.9146341463414635,0.426829268292683,-1.341463414634146
177018.2189941406,1501243245981.998,0.1195718621812482,9.587970008539509,0.03490409032929754,-0.7926829268292683,0.3658536585365854,-1.341463414634146
177027.9846191406,1501243245983.004,0.1072533245135438,9.600264572063948,0.04722215791576143,-0.9756097560975611,0.4878048780487805,-1.524390243902439
177037.7502441406,1501243245983.999,0.1073868863460035,9.564117322514045,0.02247044151782339,-0.7926829268292683,0.3658536585365854,-1.463414634146342
177047.5158691406,1501243245983.999,0.107497179157058,9.600259694971078,0.03502698719361321,-0.9756097560975611,0.426829268292683,-1.524390243902439
177057.2814941406,1501243245984.995,0.1076152283085809,9.61230552675913,0.03514744551149376,-0.7926829268292683,0.5487804878048781,-1.524390243902439
177067.0471191406,1501243245986.001,0.1077410338005723,9.600254817878207,0.022831816471465,-1.036585365853659,0.4878048780487805,-1.585365853658537
177076.8127441406,1501243245986.001,0.1196899113327711,9.600015840327563,0.03502454864717807,-0.7926829268292683,0.5487804878048781,-1.402439024390244
177086.5783691406,1501243245986.997,0.1073791300055351,9.588213863183023,0.03490652887573268,-0.9146341463414635,0.5487804878048781,-1.585365853658537
177096.3439941406,1501243245986.997,0.1196899113327711,9.600015840327563,0.03502454864717807,-1.219512195121951,0.4878048780487805,-1.524390243902439
177106.1096191406,1501243245986.997,0.1196899113327711,9.600015840327563,0.03502454864717807,-1.097560975609756,0.2439024390243903,-1.463414634146342
177115.8752441406,1501243245986.997,0.09543025247333628,9.588452840733668,0.02271379670001961,-0.853658536585366,0.426829268292683,-1.585365853658537
177125.6408691406,1501243245988.002,0.1194538130297252,9.575924176751455,0.03478363201141699,-0.853658536585366,0.3658536585365854,-1.341463414634146
177135.4064941406,1501239645978.004,0.1320084490004755,9.587721276803125,0.02270648106071418,-0.9146341463414635,0.3048780487804879,-1.280487804878049
177145.1721191406,1501243246723.002,0.1070172262104979,9.576172908487839,0.04698124128000035,-0.853658536585366,0.5487804878048781,-1.341463414634146
177154.9377441406,1501243246723.002,0.107497179157058,9.600259694971078,0.03502698719361321,-0.7926829268292683,0.426829268292683,-1.646341463414634
177164.7033691406,1501243246723.002,0.1199260096358169,9.624107503903669,0.03526546528293915,-0.9756097560975611,0.4878048780487805,-1.341463414634146
177174.4689941406,1501243246723.002,0.1078590829520952,9.61230064966626,0.02295227478934554,-0.9756097560975611,0.4878048780487805,-1.585365853658537
177184.2346191406,1501243246723.002,0.1075049354975264,9.576163154302099,0.02259089983570392,-0.9146341463414635,0.426829268292683,-1.463414634146342
177194.0002441406,1501243246723.002,0.1073791300055351,9.588213863183023,0.03490652887573268,-0.9756097560975611,0.3658536585365854,-1.524390243902439
177203.7658691406,1501243246723.997,0.1196899113327711,9.600015840327563,0.03502454864717807,-0.9756097560975611,0.3658536585365854,-1.524390243902439
177213.5314941406,1501243246723.997,0.1076229846490494,9.588208986090153,0.02271135815358447,-1.158536585365854,0.426829268292683,-1.524390243902439
177223.2971191406,1501243246723.997,0.1078590829520952,9.61230064966626,0.02295227478934554,-0.853658536585366,0.426829268292683,-1.524390243902439
177233.0627441406,1501243246723.997,0.1071352753620208,9.588218740275893,0.04710169959788089,-0.853658536585366,0.3048780487804879,-1.524390243902439
177242.8283691406,1501243246723.997,0.1076152283085809,9.61230552675913,0.03514744551149376,-0.7926829268292683,0.3658536585365854,-1.402439024390244
177252.5939941406,1501243246723.997,0.1199337659762854,9.600010963234693,0.02282937792502986,-0.9146341463414635,0.4878048780487805,-1.402439024390244
177262.3596191406,1501243246725.003,0.1073791300055351,9.588213863183023,0.03490652887573268,-0.7926829268292683,0.4878048780487805,-1.463414634146342
177272.1252441406,1501243246725.003,0.1195718621812482,9.587970008539509,0.03490409032929754,-0.9146341463414635,0.426829268292683,-1.646341463414634
